,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
699,Sola,VU,-13.8833,167.55,79.54,80,29,18.43,scattered clouds
700,Macusani,PE,-14.0833,-70.4333,30.61,87,35,2.19,scattered clouds
701,Balaguer,ES,41.7912,0.8109,62.28,53,100,1.05,overcast clouds
702,Sidney,AU,-33.8679,151.2073,75.7,32,3,1.01,clear sky
703,Kushiro,JP,42.975,144.3747,61.75,55,20,8.05,few clouds
704,Coracao De Jesus,BR,-16.6853,-44.365,63.99,69,1,11.01,clear sky
705,Erzurum,TR,40.0,41.5,44.28,79,86,8.21,light rain
706,Xining,CN,36.6167,101.7667,65.62,49,97,1.9,overcast clouds
707,Namibe,AO,-15.1961,12.1522,70.43,83,75,0.0,broken clouds
708,Antalaha,MG,-14.9003,50.2788,79.66,57,12,14.38,few clouds
709,Mangit,UZ,40.5971,70.9607,78.08,11,0,2.37,clear sky
710,Zell Am See,AT,47.3256,12.7944,62.71,52,5,3.51,clear sky
